ID de projet,Nom de simulation,Total travaux TTC (OLD),Total travaux TTC (NEW),Total subventions (OLD),Total subventions (NEW),Reste à charge (OLD),Reste à charge (NEW),% \subvention sur le TTC (OLD),% \subvention sur le TTC (NEW),Total avances (OLD),Total avances (NEW)
173,Simulation 1,,13237.4,,6928.0,,6309.4,,52.0,,0
1243,Simulation 1,,71924.91,,45500.0,,26424.910000000003,,63.0,,19600.0
4533,Simulation 1,71905.46,71905.46,45457.7125,45457.71,26447.7475,26447.75,63,63.0,None
571,Simulation 1,2487.02,2487.02,1796.412,507.68,690.608,1979.3400000000001,72,35.0,None
440,Simulation 1,0.0,0,7952.25,9333.15,0.0,0,0,0,None
635,depot,0.0,0,48308.0,48308.0,0.0,0,0,0,None
1447,Simulation 1,301625.51,301625.51,114396.6,106684.6,187228.91,194940.90999999997,38,142.0,None
14781,Préétude,6050.0,6050.0,4875.0,5875.0,1175.0,175.0,81,97.0,None
2007,Simulation 1,492258.8,492258.8,162090.9565,72034.08,330167.8435,420224.72000000003,33,88.0,None
530,Plan de FI déposé,,13843.6,,11443.75,,2399.8500000000004,,83.0,,6130.625
4508,Simulation 1,0.0,0,69964.8,71564.8,0.0,0,0,0,None
2373,Simulation 1,21206.28,21206.28,4446.0,5446.0,16760.28,15760.28,21,26.0,None
4711,Simulation 2,67790.19,67790.19,41091.182,21096.77,26699.008,46693.42,61,31.0,None
4711,Simulation 3,68143.57,68143.57,32489.3975,19630.03,35654.1725,48513.54,48,29.0,None
4711,Simulation 1,51688.5,51688.5,22563.107,22563.11,29125.393,29125.39,44,44.0,None
1213,Simulation 1,0.0,0,122587.0,122587.0,0.0,0,0,0,None
11919,Simulation 1,91660.1,86160.1,53880.0,53880.0,37780.1,32280.1,59,63.0,None
11919,Copie de Simulation 1,91660.1,86160.1,53788.0,53788.0,37872.1,32372.1,59,62.0,None
414,Simulation 1,,14974.21,,6387.101999999999,,8587.108,,43.0,,0.0
381,Simulation 1,0.0,0,20976.45,20976.45,0.0,0,0,0,None
381,Simulation 2,0.0,0,0.0,0,0.0,0,0,0,None
8080,Simulation 1,16881.59,16881.59,4303.6325,4303.63,12577.9575,12577.96,25,25.0,None
